transaction_id;Date;product_sku;Produit_Désignation;Quantité;Prix de Vente;Ventes;store_id;Fournisseur;Catégorie
7326;05/07/2025 17:32;10080-299;Boisson Gazeuse limonade Ice 1,5L.;5;6,95 DH;34,75 DH;SM-267;Estrella Galicia;Boissons
7327;21/10/2025 17:35;10080-487;Fanta Lemon Pet 33 Cls;15;3,50 DH;52,50 DH;SM-290;Coca Cola;Boissons
7328;15/12/2025 04:55;10080-335;Boisson Gazeuse Pomme Mirinda 25cl.;10;4,00 DH;40,00 DH;SM-250;PepsiCo;Boissons
7329;08/12/2025 04:08;10080-683;Sirop de Citron Blanc 1L;6;40,95 DH;245,70 DH;SM-208;Les Eaux Minérales Oulmès;Boissons
7330;21/10/2025 22:03;10080-480;Eau Naturelle Minérale Volcanique Volvic 1,5L.;19;25,95 DH;493,05 DH;SM-015;Evian;Boissons
7331;26/08/2025 11:20;10080-275;Boisson Gazeuse en  Verre Cigogne 25CL;12;5,90 DH;70,80 DH;SM-282;SBM;Boissons
7332;07/12/2025 07:01;10080-128;Nectar d'Abricot Selection 1L.;6;38,25 DH;229,50 DH;SM-154;PepsiCo;Boissons
7333;01/09/2025 10:03;10080-409;Eau Aromatisée Fraise Volvic Touch 150Cl;10;29,95 DH;299,50 DH;SM-009;Starbucks;Boissons
7334;03/06/2025 08:24;10080-461;Eau Minérale Mondariz 1L;15;5,25 DH;78,75 DH;SM-049;Evian;Boissons
7335;16/04/2025 08:15;10080-126;Bouteille De Sirop De Menthe Bio 50cl;25;54,95 DH;1373,75 DH;SM-230;PepsiCo;Boissons
7336;17/09/2025 21:42;10080-238;Boisson Fairy Drink Capri Sun 20cl;16;7,95 DH;127,20 DH;SM-254;Capri;Boissons
7337;20/05/2025 04:10;10080-450;Eau Minérale Ain Saiss 50cl;11;2,70 DH;29,70 DH;SM-004;Sotherma;Boissons
7338;10/02/2025 09:09;10080-365;Boisson Litchi Mogu Mogu 32Cl;14;17,95 DH;251,30 DH;SM-052;Estrella Galicia;Boissons
7339;29/07/2025 21:59;10080-304;Boisson Gazeuse Mirinda Tropical Plus Canette 33CL;11;6,95 DH;76,45 DH;SM-184;PepsiCo;Boissons
7340;07/08/2025 10:36;10080-298;Boisson Gazeuse Lime Glass 1L;21;5,00 DH;105,00 DH;SM-196;Glass;Boissons
7341;08/02/2025 11:58;10080-445;Eau Minérale Ain Ifrane 33cl;15;1,95 DH;29,25 DH;SM-132;Mutandis;Boissons
7342;26/08/2025 04:00;10080-535;Limonade Drink A Flower Sureau Citron 250ML;4;25,00 DH;100,00 DH;SM-037;Evian;Boissons
7343;15/10/2025 07:12;10080-574;Nectar de Pêche Disfruta Juver 2L;2;27,50 DH;55,00 DH;SM-031;Disfruta;Boissons
7344;19/07/2025 22:38;10080-30;Sirop De Menthe Original 1L.;21;50,25 DH;1055,25 DH;SM-051;Sotherma;Boissons
7345;26/04/2025 07:29;10080-435;Eau Gazeuse Vch Barcelona 1L;3;17,40 DH;52,20 DH;SM-166;Evian;Boissons
7346;03/12/2025 13:11;10080-386;Boisson Pomme Rauch 35,5cl.;9;20,80 DH;187,20 DH;SM-134;Starbucks;Boissons
7347;23/10/2025 11:05;10080-272;Boisson Gazeuse Cola Strong Ice 1,5L;21;6,95 DH;145,95 DH;SM-257;VCR SODALMU;Boissons
7348;10/12/2025 04:29;10080-240;Boisson Fruit De La Passion Mogu Mogu 32Cl;5;17,95 DH;89,75 DH;SM-132;Estrella Galicia;Boissons
7349;26/02/2025 06:58;10080-701;Sirop De Pêche 0% Sucre Teisseire 60cl.;6;97,95 DH;587,70 DH;SM-002;Coca Cola;Boissons
7350;26/04/2025 13:16;10080-310;Boisson Gazeuse Orange Mirinda 25cl;17;3,95 DH;67,15 DH;SM-064;PepsiCo;Boissons
7351;26/06/2025 03:17;10080-547;Nectar d'Ananas Disfruta Juver 1L;7;15,50 DH;108,50 DH;SM-083;Disfruta;Boissons
7352;10/09/2025 23:40;10080-660;Pur Jus de Pommes en Bouteille Extra 90cl.;1;33,95 DH;33,95 DH;SM-249;Evian;Boissons
7353;17/10/2025 14:24;10080-600;Nectar Multifruits Disfruta Juver 1L;13;13,75 DH;178,75 DH;SM-144;Disfruta;Boissons
7354;10/05/2025 04:11;10080-100;Eau Aromatisée Fraise Volvic Touch 50Cl;19;14,95 DH;284,05 DH;SM-112;PepsiCo;Boissons
7355;14/03/2025 19:03;10080-587;Nectar Exotique Selection 1L.;1;41,65 DH;41,65 DH;SM-298;Les Eaux Minérales Oulmès;Boissons
7356;18/08/2025 06:59;10080-361;Boisson Gazeuse Tropical Plus Mirinda 50cl;9;5,95 DH;53,55 DH;SM-228;PepsiCo;Boissons
7357;07/05/2025 15:59;10080-76;Eau Gazeuse San Pelligrino 1L;20;25,95 DH;519,00 DH;SM-253;Sotherma;Boissons
7358;21/01/2025 18:08;10080-611;Nectar Sans Sucre Poire et Ananas Juver 2L;22;27,50 DH;605,00 DH;SM-066;Les Eaux Minérales Oulmès;Boissons
7359;18/07/2025 20:59;10080-231;Boisson de Mandarine Simon Life 33cl;15;5,50 DH;82,50 DH;SM-109;Estrella Galicia;Boissons
7360;29/03/2025 22:42;10080-310;Boisson Gazeuse Orange Mirinda 25cl;17;3,95 DH;67,15 DH;SM-064;PepsiCo;Boissons
7361;10/10/2025 12:33;10080-438;Eau Isotonique Orange Upgrade 50cl.;6;11,50 DH;69,00 DH;SM-267;Evian;Boissons
7362;09/08/2025 01:14;10080-179;Boisson Mojito sans Alcool 1L.;18;35,50 DH;639,00 DH;SM-204;Estrella Galicia;Boissons
7363;21/11/2025 23:58;10080-245;Boisson Gazeuse Canette Mirinda Citron 33cl.;23;5,20 DH;119,60 DH;SM-103;PepsiCo;Boissons
7364;10/06/2025 12:05;10080-16;Sirop Vanille Monin;11;163,95 DH;1803,45 DH;SM-284;Tropicana;Boissons
7365;03/09/2025 15:41;10080-66;Eau Minérale Ain Atlas 1,5L.;10;4,50 DH;45,00 DH;SM-133;Les Eaux Minérales Oulmès;Boissons
7366;11/07/2025 23:24;10080-644;Pur Jus d'Orange 1,5L;13;64,50 DH;838,50 DH;SM-288;Evian;Boissons
7367;04/10/2025 09:44;10080-75;Eau Gazeuse San Pellegrino 25cl;13;10,95 DH;142,35 DH;SM-198;Sotherma;Boissons
7368;01/04/2025 08:45;10080-698;Sirop de Pamplemousse Rose 75cl.;16;50,95 DH;815,20 DH;SM-079;Coca Cola;Boissons
7369;30/03/2025 22:18;10080-679;Sirop de Cassis classic 750ml.;17;51,55 DH;876,35 DH;SM-215;Les Eaux Minérales Oulmès;Boissons
7370;20/02/2025 20:56;10080-586;Nectar de Pomme-Kiwi Selection 1L;9;34,95 DH;314,55 DH;SM-060;Les Eaux Minérales Oulmès;Boissons
7371;28/10/2025 12:26;10080-340;Boisson Gazeuse Pulpa Orange Ice 1,5L.;14;6,95 DH;97,30 DH;SM-305;VCR SODALMU;Boissons
7372;13/01/2025 13:38;10080-170;Sirop de Menthe 0% Sucre 75cl;6;41,95 DH;251,70 DH;SM-014;Estrella Galicia;Boissons
7373;17/03/2025 15:30;10080-214;Boisson Ananas Mogu Mogu 32Cl;2;17,95 DH;35,90 DH;SM-172;Estrella Galicia;Boissons
7374;14/02/2025 13:10;10080-352;Boisson gazeuse Sprite citron canette 33cl;23;8,50 DH;195,50 DH;SM-298;Coca Cola;Boissons
7375;18/11/2025 07:47;10080-241;Boisson Gazeuse à l'Ananas Ice 1L;23;5,95 DH;136,85 DH;SM-068;VCR SODALMU;Boissons
7376;04/12/2025 19:05;10080-327;Boisson gazeuse Pom's canette 25cl.;22;4,95 DH;108,90 DH;SM-098;Coca Cola;Boissons
7377;04/12/2025 04:21;10080-555;Nectar d'Orange Press'Up Jaouda 1L;7;10,95 DH;76,65 DH;SM-165;COPAG;Boissons
7378;17/02/2025 06:08;10080-84;Eau Gazeuse Perrier Verre 20cl;22;14,50 DH;319,00 DH;SM-008;Sotherma;Boissons
7379;01/11/2025 13:56;10080-155;Thé Glacé à La Pêche 2L;22;17,50 DH;385,00 DH;SM-300;Estrella Galicia;Boissons
7380;05/02/2025 04:44;10080-317;Boisson Gazeuse Pepsi 1,5L.;16;6,95 DH;111,20 DH;SM-158;PepsiCo;Boissons
7381;19/01/2025 10:20;10080-141;Sirop de Pêche Sans Sucre 75cl.;8;46,35 DH;370,80 DH;SM-149;PepsiCo;Boissons
7382;03/12/2025 07:55;10080-484;Eau Pétillante Juice Peach Cherry Maison Perrier 25cl;16;15,50 DH;248,00 DH;SM-292;VCR SODALMU;Boissons
7383;19/05/2025 16:13;10080-359;Boisson Gazeuse Tropical Mirinda 25cl;23;5,00 DH;115,00 DH;SM-089;PepsiCo;Boissons
7384;30/07/2025 18:32;10080-599;Nectar Multifruits Classic' 1,5L;8;29,95 DH;239,60 DH;SM-064;Les Eaux Minérales Oulmès;Boissons
7385;09/06/2025 09:39;10080-48;Eau Minérale Evian 1L;16;25,95 DH;415,20 DH;SM-148;Evian;Boissons
7386;06/02/2025 01:47;10080-251;Boisson Gazeuse Citron Mirinda 33cl;23;3,50 DH;80,50 DH;SM-208;PepsiCo;Boissons
7387;03/01/2025 19:09;10080-621;Pack Boissons Vitakids Mangue Marrakech 6x200ml.;9;11,95 DH;107,55 DH;SM-104;Marrakech;Boissons
7388;15/09/2025 12:37;10080-476;Eau Minerale Solan De Cabras 33cl;18;8,90 DH;160,20 DH;SM-146;Evian;Boissons
7389;15/10/2025 18:24;10080-462;Eau Minérale Mondariz 33cl.;13;2,80 DH;36,40 DH;SM-297;Evian;Boissons
7390;06/04/2025 16:16;10080-206;Bière Sans Alcool Mojito Zest 33cl;21;20,95 DH;439,95 DH;SM-269;Estrella Galicia;Boissons
7391;01/09/2025 06:32;10080-115;Pack de Boissons Énergisantes Red Bull 4x25cl;17;81,50 DH;1385,50 DH;SM-223;Red Bull;Boissons
7392;18/10/2025 13:18;10080-185;Boisson Gazeuse Pamplemousse Citron 6x33cl.;15;73,50 DH;1102,50 DH;SM-087;Estrella Galicia;Boissons
7393;16/08/2025 04:11;10080-98;Boisson Gazeuse Orangina Zéro 50cl;18;7,25 DH;130,50 DH;SM-190;Orangina;Boissons
7394;08/07/2025 06:03;10080-684;Sirop de Citron classic 1,5L.;2;83,95 DH;167,90 DH;SM-018;Les Eaux Minérales Oulmès;Boissons
7395;26/07/2025 09:35;10080-460;Eau Minérale Mondariz 1,5L;22;6,50 DH;143,00 DH;SM-095;Evian;Boissons
7396;24/01/2025 02:20;10080-508;Jus d'Orange Marrakech 1L;22;5,95 DH;130,90 DH;SM-047;Marrakech;Boissons
7397;21/06/2025 04:58;10080-329;Boisson Gazeuse Pomme Glass 25 CL Canette;2;3,00 DH;6,00 DH;SM-236;Glass;Boissons
7398;27/08/2025 08:49;10080-407;Eau Aromatisée Citron Vert 1.5L.;14;14,50 DH;203,00 DH;SM-251;Starbucks;Boissons
7399;13/10/2025 00:14;10080-273;Boisson Gazeuse Cola Strong Ice 1L.;17;5,00 DH;85,00 DH;SM-187;VCR SODALMU;Boissons
7400;15/08/2025 09:08;10080-104;Boisson Gazeuse Chupa Chups Grape;23;19,95 DH;458,85 DH;SM-236;Chupa Chups;Boissons
7401;13/05/2025 06:56;10080-378;Boisson pêche Mogu Mogu 32Cl;24;17,95 DH;430,80 DH;SM-010;Estrella Galicia;Boissons
7402;13/06/2025 05:20;10080-59;Eau Minérale Gazeuse Oulmes 33cl;13;7,00 DH;91,00 DH;SM-222;Les Eaux Minérales Oulmès;Boissons
7403;27/02/2025 21:59;10080-316;Boisson Gazeuse Passion Ice 1,5L;18;6,95 DH;125,10 DH;SM-068;VCR SODALMU;Boissons
7404;12/08/2025 15:27;10080-501;Jus Au Lait Tropical Bi Frutas Pascual 330ml;20;9,95 DH;199,00 DH;SM-189;Evian;Boissons
7405;28/09/2025 14:27;10080-655;Pur Jus de Pomme 1L;6;27,80 DH;166,80 DH;SM-305;Evian;Boissons
7406;04/07/2025 20:50;10080-231;Boisson de Mandarine Simon Life 33cl;17;5,50 DH;93,50 DH;SM-119;Estrella Galicia;Boissons
7407;16/03/2025 18:16;10080-673;Pur Jus Pomme Andros 1L.;23;51,95 DH;1194,85 DH;SM-080;Les Eaux Minérales Oulmès;Boissons
7408;08/02/2025 08:51;10080-397;Boissons Gazeuses Pomme Glass 33cl.;6;3,50 DH;21,00 DH;SM-084;Glass;Boissons
7409;20/04/2025 19:43;10080-186;Boisson Gazeuse Citron Citron Vert 6x33cl.;5;67,65 DH;338,25 DH;SM-136;Estrella Galicia;Boissons
7410;25/03/2025 20:03;10080-335;Boisson Gazeuse Pomme Mirinda 25cl.;20;4,00 DH;80,00 DH;SM-226;PepsiCo;Boissons
7411;09/10/2025 17:14;10080-212;Boisson à la Pulpe d'Orange Frut 1L.;19;9,50 DH;180,50 DH;SM-010;Estrella Galicia;Boissons
7412;12/06/2025 10:29;10080-513;Jus De Fraise Pago 200ML;4;23,95 DH;95,80 DH;SM-039;Evian;Boissons
7413;01/08/2025 11:57;10080-251;Boisson Gazeuse Citron Mirinda 33cl;16;3,50 DH;56,00 DH;SM-200;PepsiCo;Boissons
7414;27/02/2025 08:12;10080-268;Boisson gazeuse Coca-Cola Zero canette 25cl.;3;4,50 DH;13,50 DH;SM-291;Coca Cola;Boissons
7415;20/01/2025 16:08;10080-527;Jus Tropical Pago Multivitaminé 200 ML;23;23,95 DH;550,85 DH;SM-056;Evian;Boissons
7416;10/12/2025 09:36;10080-711;Smoothie Fraise Banane Sensation 75cl.;3;36,65 DH;109,95 DH;SM-208;Coca Cola;Boissons
7417;06/07/2025 16:48;10080-657;Pur Jus de Pomme Premium Valencia 1L.;13;19,70 DH;256,10 DH;SM-156;Valencia;Boissons
7418;12/08/2025 23:47;10080-208;Bière Sans Alcool Zest Framboise Bouteille 33 cl;8;20,95 DH;167,60 DH;SM-236;Estrella Galicia;Boissons
7419;10/08/2025 05:42;10080-384;Boisson Piña Colada Essentiel Valencia 1L;18;17,50 DH;315,00 DH;SM-291;Valencia;Boissons
7420;21/02/2025 03:36;10080-343;Boisson gazeuse Schweppes Tonic bouteille 1L;25;11,75 DH;293,75 DH;SM-210;Scheweppes;Boissons
7421;11/06/2025 04:30;10080-566;Nectar de Passion Sélection 1L;22;54,70 DH;1203,40 DH;SM-297;Evian;Boissons
7422;31/07/2025 15:20;10080-357;Boisson Gazeuse Tropical Faible en Calories Fanta 1,3L;17;6,95 DH;118,15 DH;SM-179;Coca Cola;Boissons
7423;09/06/2025 02:35;10080-517;Jus de Pomme Gazéifié Fiestabul Sensation 75cl;24;36,55 DH;877,20 DH;SM-031;Evian;Boissons
7424;14/06/2025 03:31;10080-688;Sirop de Fraise Teisseire 60cl;14;83,75 DH;1172,50 DH;SM-068;Les Eaux Minérales Oulmès;Boissons
7425;08/04/2025 10:06;10080-373;Boisson Nectar Poire Press Up Jaouda 1L.;24;14,95 DH;358,80 DH;SM-029;COPAG;Boissons
7426;08/08/2025 07:07;10080-363;Boisson Goyave Rose Mogu Mogu 32Cl;5;17,95 DH;89,75 DH;SM-053;Estrella Galicia;Boissons
7427;20/07/2025 02:47;10080-424;Eau gazeuse Ain Soltane 1L.;1;6,20 DH;6,20 DH;SM-068;Al Karama;Boissons
7428;18/11/2025 13:41;10080-516;Jus de Pomme Douce Pur Pink Lady Tropicana 1L;7;41,95 DH;293,65 DH;SM-248;Tropicana;Boissons
7429;12/08/2025 01:23;10080-455;Eau Minérale Bouchon Sport Ain Atlas 50cl;18;3,50 DH;63,00 DH;SM-069;Les Eaux Minérales Oulmès;Boissons
7430;24/10/2025 05:45;10080-351;Boisson gazeuse Sprite Citron canette 25cl.;17;4,50 DH;76,50 DH;SM-289;Coca Cola;Boissons
7431;09/01/2025 10:54;10080-91;Paradise Punch Lemonade Calypso 473Ml;24;37,50 DH;900,00 DH;SM-120;Sotherma;Boissons
7432;21/11/2025 17:37;10080-671;Pur Jus Orange avec Pulpe Extra 900ml.;17;34,95 DH;594,15 DH;SM-046;Les Eaux Minérales Oulmès;Boissons
7433;22/10/2025 11:22;10080-307;Boisson Gazeuse Orange Ice 1,5L;13;6,95 DH;90,35 DH;SM-017;VCR SODALMU;Boissons
7434;06/03/2025 15:23;10080-492;Jus au Lait Fraise Orange Danao 150ml;19;2,50 DH;47,50 DH;SM-153;Evian;Boissons
7435;09/05/2025 19:38;10080-143;Bière Sans Alcool Fraise 3 Horses 33cl;23;17,95 DH;412,85 DH;SM-081;PepsiCo;Boissons
7436;28/06/2025 18:28;10080-529;Kombucha Exotique Kabe 35cl;7;35,00 DH;245,00 DH;SM-039;Evian;Boissons
7437;19/05/2025 12:48;10080-535;Limonade Drink A Flower Sureau Citron 250ML;8;25,00 DH;200,00 DH;SM-285;Evian;Boissons
7438;07/12/2025 20:52;10080-501;Jus Au Lait Tropical Bi Frutas Pascual 330ml;7;9,95 DH;69,65 DH;SM-050;Evian;Boissons
7439;28/08/2025 00:05;10080-707;Sirop Fruits de la Passion Monin;18;163,95 DH;2951,10 DH;SM-119;Coca Cola;Boissons
7440;21/03/2025 23:52;10080-303;Boisson Gazeuse Mirinda Pomme 1,5L.;4;6,95 DH;27,80 DH;SM-272;PepsiCo;Boissons
7441;31/07/2025 06:50;10080-695;Sirop de Menthe 0% Sucre Teisseire 60cl;21;84,25 DH;1769,25 DH;SM-124;Coca Cola;Boissons
7442;26/11/2025 07:42;10080-605;Nectar Orange Jaouda Press Up 230g.;5;2,95 DH;14,75 DH;SM-252;COPAG;Boissons
7443;05/11/2025 09:19;10080-104;Boisson Gazeuse Chupa Chups Grape;12;19,95 DH;239,40 DH;SM-088;Chupa Chups;Boissons
7444;17/02/2025 08:57;10080-502;Jus au Lait Tropical Bi Frutas Pascual Pet 188ml.;17;6,50 DH;110,50 DH;SM-067;Evian;Boissons
7445;10/09/2025 09:38;10080-439;Eau Légèrement Pétillante Celtic 1,5L;16;13,95 DH;223,20 DH;SM-032;Evian;Boissons
7446;09/08/2025 15:29;10080-551;Nectar d'Orange Disfruta Juver 1L.;16;14,40 DH;230,40 DH;SM-101;Disfruta;Boissons
7447;07/06/2025 15:47;10080-85;Boisson gazeuse Sprite citron bouteille 1,3L;24;7,00 DH;168,00 DH;SM-125;Sotherma;Boissons
7448;25/08/2025 13:46;10080-60;Thé Glacé Fruits Rouges Lipton Pet 50CL;10;6,00 DH;60,00 DH;SM-303;Lipton;Boissons
7449;12/04/2025 22:36;10080-155;Thé Glacé à La Pêche 2L;25;17,50 DH;437,50 DH;SM-238;Estrella Galicia;Boissons
7450;26/02/2025 15:58;10080-414;Eau de Table Amane Souss 1,5L.;6;4,30 DH;25,80 DH;SM-247;Starbucks;Boissons
7451;04/02/2025 14:56;10080-164;Thé Glacé Pêche Amanhecer 2L;23;23,95 DH;550,85 DH;SM-123;Amanhecer;Boissons
7452;15/09/2025 06:31;10080-414;Eau de Table Amane Souss 1,5L.;23;4,30 DH;98,90 DH;SM-143;Starbucks;Boissons
7453;15/08/2025 21:02;10080-346;Boisson Gazeuse Seven Up 1,5L.;11;6,95 DH;76,45 DH;SM-267;PepsiCo;Boissons
7454;22/01/2025 12:05;10080-171;Bois Gaz Glass Tropical Pet 1,5L;25;7,00 DH;175,00 DH;SM-220;Glass;Boissons
7455;14/10/2025 18:21;10080-682;Sirop de Citron 75cl;18;38,60 DH;694,80 DH;SM-042;Les Eaux Minérales Oulmès;Boissons
7456;08/03/2025 20:49;10080-581;Nectar de Pomme 2L;13;41,95 DH;545,35 DH;SM-227;Les Eaux Minérales Oulmès;Boissons
7457;07/01/2025 08:24;10080-671;Pur Jus Orange avec Pulpe Extra 900ml.;17;34,95 DH;594,15 DH;SM-308;Les Eaux Minérales Oulmès;Boissons
7458;31/08/2025 00:34;10080-96;Pack Boisson Gazeuses Tonic 6x33cl.;12;52,95 DH;635,40 DH;SM-255;PepsiCo;Boissons
7459;09/11/2025 10:38;10080-115;Pack de Boissons Énergisantes Red Bull 4x25cl;15;81,50 DH;1222,50 DH;SM-262;Red Bull;Boissons
7460;12/06/2025 04:12;10080-574;Nectar de Pêche Disfruta Juver 2L;5;27,50 DH;137,50 DH;SM-021;Disfruta;Boissons
7461;04/05/2025 09:14;10080-566;Nectar de Passion Sélection 1L;23;54,70 DH;1258,10 DH;SM-087;Evian;Boissons
7462;19/06/2025 05:40;10080-418;Eau De Table Ghayt 1,5 Litre Pet;9;4,65 DH;41,85 DH;SM-031;Sotherma;Boissons
7463;04/04/2025 13:55;10080-616;Ocean Blue Lemonade Calypso 473ml;6;37,50 DH;225,00 DH;SM-252;Les Eaux Minérales Oulmès;Boissons
7464;28/11/2025 07:20;10080-546;Nectar d'Ananas Al Boustane 1L;3;15,50 DH;46,50 DH;SM-165;Al Boustane;Boissons
7465;19/10/2025 22:38;10080-447;Eau Minérale Ain Saiss 1,5L;4;4,50 DH;18,00 DH;SM-185;Sotherma;Boissons
7466;12/09/2025 02:56;10080-496;Jus au Lait Mangue Fawakih Chergui 900ml;11;12,95 DH;142,45 DH;SM-262;LES DOMAINES;Boissons
7467;25/03/2025 23:33;10080-493;Jus au Lait Fruits Tropical Frutas Pascual 1L.;21;18,95 DH;397,95 DH;SM-134;Evian;Boissons
7468;18/12/2025 00:38;10080-290;Boisson gazeuse Hawai tropical bouteille 1,3L;11;10,95 DH;120,45 DH;SM-293;Coca Cola;Boissons
7469;06/08/2025 21:36;10080-370;Boisson Multi-Vitamine Capri-Sun 20cl;12;7,95 DH;95,40 DH;SM-286;Capri;Boissons
7470;22/10/2025 11:39;10080-234;Boisson de Pêche Vitakid'S Marrakech 20cl.;24;2,00 DH;48,00 DH;SM-257;Marrakech;Boissons
7471;03/01/2025 12:40;10080-306;Boisson Gazeuse Mirinda Tropical Plus Pet 33CL;17;3,95 DH;67,15 DH;SM-065;PepsiCo;Boissons
7472;16/11/2025 09:09;10080-532;Kombucha Nanaa Bio Kabe 35cl;17;35,00 DH;595,00 DH;SM-134;Evian;Boissons
7473;11/10/2025 13:17;10080-683;Sirop de Citron Blanc 1L;20;40,95 DH;819,00 DH;SM-308;Les Eaux Minérales Oulmès;Boissons
7474;14/05/2025 01:29;10080-490;Island Wave Lemonade Calypso 473ML;16;37,50 DH;600,00 DH;SM-307;Evian;Boissons
7475;08/03/2025 04:17;10080-356;Boisson Gazeuse Tonica Oakwood San Pellegrino 20cl;4;19,95 DH;79,80 DH;SM-091;Estrella Galicia;Boissons
7476;02/11/2025 16:29;10080-226;Boisson d'Orange Pulpy Valencia Juper 1L.;11;7,00 DH;77,00 DH;SM-137;Valencia;Boissons
7477;16/05/2025 00:20;10080-452;Eau Minérale Ain Saiss Kids 33cl;25;1,80 DH;45,00 DH;SM-135;Sotherma;Boissons
7478;28/05/2025 18:35;10080-181;Limonade 75cl;3;46,15 DH;138,45 DH;SM-229;Estrella Galicia;Boissons
7479;03/06/2025 22:55;10080-21;Café Glacé Espresso Macchiato Cafemio Rauch 25cl;15;29,50 DH;442,50 DH;SM-286;Sotherma;Boissons
7480;07/08/2025 16:27;10080-123;Boisson Énergisante Red Bull Juneberry Sea Blue 25CL;1;22,50 DH;22,50 DH;SM-283;Red Bull;Boissons
7481;24/01/2025 10:22;10080-703;Sirop de Pêche Teisseire 60cl;12;83,75 DH;1005,00 DH;SM-162;Coca Cola;Boissons
7482;14/01/2025 19:24;10080-658;Pur Jus de Pomme Selection Marrakech 1L;14;16,50 DH;231,00 DH;SM-032;Marrakech;Boissons
7483;10/12/2025 04:42;10080-534;Limonade Drink A Flower Hibiscus Passion 250 ML;17;25,00 DH;425,00 DH;SM-295;Evian;Boissons
7484;24/08/2025 06:52;10080-140;Nectar de Mangue Selection 1L.;8;37,60 DH;300,80 DH;SM-222;PepsiCo;Boissons
7485;08/06/2025 17:42;10080-350;Boisson gazeuse Sprite citron bouteille 1L;11;6,50 DH;71,50 DH;SM-050;Coca Cola;Boissons
7486;03/06/2025 16:12;10080-12;Le Mixeur De Monin Margarita Mix 1L;17;176,95 DH;3008,15 DH;SM-269;Tropicana;Boissons
7487;07/11/2025 15:18;10080-336;Boisson Gazeuse Pomme Mirinda 33cl;16;3,50 DH;56,00 DH;SM-261;PepsiCo;Boissons
7488;23/08/2025 00:09;10080-28;Sirop D'Anis Original 1L.;7;59,40 DH;415,80 DH;SM-166;Sotherma;Boissons
7489;15/01/2025 00:21;10080-432;Eau Gazeuse Orange Oulmès 25cl;17;5,60 DH;95,20 DH;SM-180;Les Eaux Minérales Oulmès;Boissons
7490;27/09/2025 03:54;10080-704;Sirop de Pomme 75cl.;5;53,65 DH;268,25 DH;SM-102;Coca Cola;Boissons
7491;25/09/2025 06:29;10080-19;Boisson Tropical Saveurs Du Monde Marrakech 1L.;12;13,95 DH;167,40 DH;SM-025;Marrakech;Boissons
7492;08/09/2025 19:23;10080-442;Eau Minérale Acqua Panna 25cl.;16;11,40 DH;182,40 DH;SM-121;Evian;Boissons
7493;22/05/2025 07:08;10080-357;Boisson Gazeuse Tropical Faible en Calories Fanta 1,3L;23;6,95 DH;159,85 DH;SM-024;Coca Cola;Boissons
7494;26/04/2025 12:54;10080-363;Boisson Goyave Rose Mogu Mogu 32Cl;13;17,95 DH;233,35 DH;SM-204;Estrella Galicia;Boissons
7495;11/09/2025 16:44;10080-456;Eau Minérale Contrex 1,5L.;11;22,95 DH;252,45 DH;SM-152;Evian;Boissons
7496;22/05/2025 19:28;10080-27;Pack Eau Sidi Ali 6x1,5L;4;30,00 DH;120,00 DH;SM-264;Les Eaux Minérales Oulmès;Boissons
7497;02/03/2025 06:33;10080-48;Eau Minérale Evian 1L;10;25,95 DH;259,50 DH;SM-188;Evian;Boissons
7498;28/07/2025 07:16;10080-372;Boisson Multifruits 1L;21;28,95 DH;607,95 DH;SM-110;Estrella Galicia;Boissons
7499;14/10/2025 21:12;10080-691;Sirop de Framboise Litchi classic 75cl;1;59,95 DH;59,95 DH;SM-249;Coca Cola;Boissons
7500;28/04/2025 06:34;10080-703;Sirop de Pêche Teisseire 60cl;15;83,75 DH;1256,25 DH;SM-285;Coca Cola;Boissons
7501;10/01/2025 19:37;10080-370;Boisson Multi-Vitamine Capri-Sun 20cl;14;7,95 DH;111,30 DH;SM-116;Capri;Boissons
7502;15/06/2025 00:15;10080-381;Boisson Pétillante Ginger Ale Fever-Tree 20cl;5;16,60 DH;83,00 DH;SM-262;Estrella Galicia;Boissons
7503;31/07/2025 01:31;10080-173;Boisson Banane Pago 20cl;22;23,95 DH;526,90 DH;SM-088;Estrella Galicia;Boissons
7504;09/06/2025 09:24;10080-313;Boisson Gazeuse Orange Pulp' Light 1,5L;10;24,75 DH;247,50 DH;SM-185;Estrella Galicia;Boissons
7505;23/03/2025 07:06;10080-248;Boisson Gazeuse Cigogne Canette 33cl;6;8,00 DH;48,00 DH;SM-295;Estrella Galicia;Boissons
7506;07/04/2025 22:42;10080-530;Kombucha Fruits Rouges Kabe 35cl;2;35,00 DH;70,00 DH;SM-272;Evian;Boissons
7507;17/11/2025 05:06;10080-378;Boisson pêche Mogu Mogu 32Cl;16;17,95 DH;287,20 DH;SM-176;Estrella Galicia;Boissons
7508;14/05/2025 14:43;10080-448;Eau Minérale Ain Saiss 2L;1;5,95 DH;5,95 DH;SM-032;Sotherma;Boissons
7509;29/12/2025 06:43;10080-139;Limonade Bio 1L.;18;28,50 DH;513,00 DH;SM-179;PepsiCo;Boissons
7510;09/08/2025 22:48;10080-441;Eau Minérale Acqua Panna 1L.;4;22,95 DH;91,80 DH;SM-073;Evian;Boissons
7511;03/01/2025 00:49;10080-576;Nectar de Pêche du Roussillon Reflets de France 1L.;24;44,95 DH;1078,80 DH;SM-014;Les Eaux Minérales Oulmès;Boissons
