transaction_id;Date;product_sku;Produit_Désignation;Quantité;Prix de Vente;Ventes;store_id;Fournisseur;Catégorie
899075;15/03/2025 02:03;10150-753;Fromage Fondu Original en Tranches La Vache Qui Rit 200g.;61;21,50 DH;1311,50 DH;SM-033;Groupe Bel;Produits laities
899076;12/11/2025 10:27;10150-388;Cheddar Râpé Le Berger 150g.;19;21,30 DH;404,70 DH;SM-062;Le Berger;Produits laities
899077;20/11/2025 05:09;10150-760;Fromage Fondue Triangle 3 Fromages Viva 16 pièces;25;16,95 DH;423,75 DH;SM-159;Viva;Produits laities
899078;01/07/2025 04:46;10150-1189;Raib Peche Purepack Chergui 900g.;19;12,00 DH;228,00 DH;SM-208;LES DOMAINES;Produits laities
899079;14/11/2025 12:31;10150-776;Fromage Frais Jbilate 190g.;41;16,50 DH;676,50 DH;SM-046;COPAG;Produits laities
899080;30/07/2025 13:31;10150-142;Fromage Blanc Light Le Berger 100g;71;6,70 DH;475,70 DH;SM-082;Le Berger;Produits laities
899081;14/11/2025 10:33;10150-587;Fromage Argan et Dattes Bio La Ferme De Bouskoura 120g;42;33,25 DH;1396,50 DH;SM-291;COPAG;Produits laities
899082;21/02/2025 18:23;10150-1114;Pack Yaourt Brassé aux Céréales Activia 8x110g;71;23,95 DH;1700,45 DH;SM-131;Danone;Produits laities
899083;07/01/2025 01:52;10150-459;Crème Fraîche Épaisse 30%Mg Paysan Breton 20cl;19;21,95 DH;417,05 DH;SM-059;Groupe Bel;Produits laities
899084;03/11/2025 07:20;10150-856;Fromage pour Salade à l'Ail & aux Fines Herbes Boursin 120g.;22;50,50 DH;1111,00 DH;SM-230;COPAG;Produits laities
899085;19/07/2025 00:00;10150-451;Crème Fouettée Légère Aérosol Elle Et Vire 250g.;72;49,95 DH;3596,40 DH;SM-131;Groupe Bel;Produits laities
899086;15/03/2025 02:39;10150-459;Crème Fraîche Épaisse 30%Mg Paysan Breton 20cl;52;21,95 DH;1141,40 DH;SM-209;Groupe Bel;Produits laities
899087;19/10/2025 20:20;10150-1255;Yaourt à Boire Fraise La Ferme de Bouskou 250g;68;22,95 DH;1560,60 DH;SM-139;COPAG;Produits laities
899088;20/01/2025 15:51;10150-1244;Yaourt à boire Choco Avoine Coco Miel P'tit Déj Jaouda 320g.;51;4,95 DH;252,45 DH;SM-131;COPAG;Produits laities
899089;06/09/2025 13:17;10150-390;Cheddar vegan en tranches Violife 140g;57;34,90 DH;1989,30 DH;SM-028;Groupe Bel;Produits laities
899090;31/07/2025 23:31;10150-1186;Raib du Bled Nature Fromital 450g.;47;10,35 DH;486,45 DH;SM-273;Fromital;Produits laities
899091;16/04/2025 15:58;10150-1252;Yaourt à Boire Fraise Daya Chergui 900g.;50;12,95 DH;647,50 DH;SM-290;LES DOMAINES;Produits laities
899092;22/10/2025 10:08;10150-1056;Oeufs Jaune Orange Ovocorpe 12 unités;28;31,95 DH;894,60 DH;SM-090;COPAG;Produits laities
899093;15/06/2025 21:41;10150-827;Fromage Mini Babybel 5x20g.;13;22,95 DH;298,35 DH;SM-099;COPAG;Produits laities
899094;24/01/2025 11:37;10150-386;Cancoillotte Nature 8%Mg Reflets de France 250g;70;35,35 DH;2474,50 DH;SM-278;Groupe Bel;Produits laities
899095;13/09/2025 10:42;10150-640;Fromage de Brebis Salakis 200g;87;88,25 DH;7677,75 DH;SM-292;COPAG;Produits laities
899096;28/07/2025 10:32;10150-315;Boisson Avoine Sans Sucre Ajouté Orasi 1L;17;45,95 DH;781,15 DH;SM-279;Margafrique;Produits laities
899097;20/04/2025 00:45;10150-12;Yaourt à Boire Protéiné Mangue Chergui SPORT 450ml.;35;19,95 DH;698,25 DH;SM-260;LES DOMAINES;Produits laities
899098;20/10/2025 13:09;10150-956;Lait Frais Aromatisé au Chocolat Chergui 170ml;16;3,50 DH;56,00 DH;SM-117;LES DOMAINES;Produits laities
899099;31/08/2025 01:10;10150-1215;Spécialité Fromagère Milk Cheese Gastromixte 1kg.;31;69,95 DH;2168,45 DH;SM-020;COPAG;Produits laities
899100;02/08/2025 03:51;10150-1186;Raib du Bled Nature Fromital 450g.;97;10,35 DH;1003,95 DH;SM-153;Fromital;Produits laities
899101;18/12/2025 11:35;10150-594;Fromage Blanc Le Berger 200g;43;19,20 DH;825,60 DH;SM-101;Le Berger;Produits laities
899102;26/11/2025 11:15;10150-1195;Ricotta en Pot Del Passini 300g;77;24,95 DH;1921,15 DH;SM-240;COPAG;Produits laities
899103;03/12/2025 01:49;10150-655;Fromage de Chèvre en Tranches Soignon 150g 5 tranches;26;81,90 DH;2129,40 DH;SM-122;COPAG;Produits laities
899104;06/12/2025 00:37;10150-695;Fromage Feta Grecque Ari 200g.;66;54,60 DH;3603,60 DH;SM-220;COPAG;Produits laities
899105;24/09/2025 08:37;10150-1247;Yaourt à Boire Fraise Albane Go 170g.;49;3,50 DH;171,50 DH;SM-174;Albane;Produits laities
899106;19/08/2025 21:37;10150-1246;Yaourt à Boire Danup Tropical 170g;17;3,50 DH;59,50 DH;SM-117;COPAG;Produits laities
899107;24/03/2025 02:59;10150-583;Fromage Ail et Fines Herbes Plume Volubilis Fromadel 200g;44;23,95 DH;1053,80 DH;SM-054;COPAG;Produits laities
899108;30/11/2025 08:45;10150-1273;Yaourt à Boire Panaché Assiri Danone 440g.;11;5,95 DH;65,45 DH;SM-096;Danone;Produits laities
899109;09/08/2025 13:55;10150-1160;Portion de Gouda Irish 200g.;13;32,90 DH;427,70 DH;SM-032;COPAG;Produits laities
899110;23/03/2025 18:43;10150-1176;Raïb à Boire Citron Chergui 900g;73;11,95 DH;872,35 DH;SM-227;LES DOMAINES;Produits laities
899111;05/02/2025 06:15;10150-1367;Yaourt Grec Vanille Cremos Flor De Burgos 650g;88;49,95 DH;4395,60 DH;SM-031;COPAG;Produits laities
899112;30/11/2025 00:26;10150-366;Bûchette de Chèvre Affiné Soignon 120g.;12;38,90 DH;466,80 DH;SM-140;Groupe Bel;Produits laities
899113;28/03/2025 14:28;10150-172;Pack Yaourt Brassé Poire 0% Finesse Chergui 4x110g.;12;11,95 DH;143,40 DH;SM-194;LES DOMAINES;Produits laities
899114;16/03/2025 18:28;10150-862;Fromage Râpé Bio Parmigiano Reggiano  Bio 50g.;20;24,95 DH;499,00 DH;SM-224;COPAG;Produits laities
899115;29/07/2025 23:01;10150-1118;Pack Yaourt Brassé Fraise Velouté Danone 8x110g.;97;19,95 DH;1935,15 DH;SM-168;Danone;Produits laities
899116;21/02/2025 00:56;10150-1058;Oeufs Matinales 10 unités.;53;23,95 DH;1269,35 DH;SM-002;COPAG;Produits laities
899117;28/04/2025 05:56;10150-946;Lait d'Avoine Nature UHT Alpro 1L;91;24,95 DH;2270,45 DH;SM-254;COPAG;Produits laities
899118;15/08/2025 04:26;10150-1297;Yaourt à Cuillère Brassé Vanille Danone Velouté 110g.;91;2,50 DH;227,50 DH;SM-042;Danone;Produits laities
899119;02/01/2025 01:55;10150-125;Beurre Doux Alia Bloc 500g.;64;60,35 DH;3862,40 DH;SM-072;Or Blanc;Produits laities
899120;02/07/2025 00:17;10150-1356;Yaourt Ferme Coco Jnane de Chergui 110g.;79;2,50 DH;197,50 DH;SM-305;LES DOMAINES;Produits laities
899121;15/10/2025 17:54;10150-576;Fromage à Tartiner au Chèvre Reny Picot 125g;83;23,95 DH;1987,85 DH;SM-114;COPAG;Produits laities
899122;24/03/2025 05:58;10150-303;Bleu en Portion Bergader Classic 100g.;21;20,75 DH;435,75 DH;SM-263;Margafrique;Produits laities
899123;13/11/2025 04:34;10150-949;Lait de Coco Nature Classic Bio Ecomil 1L;76;40,50 DH;3078,00 DH;SM-119;COPAG;Produits laities
899124;04/09/2025 06:54;10150-810;Fromage Grana Padano 1/8 de Meule Simpl 100g;55;33,25 DH;1828,75 DH;SM-149;COPAG;Produits laities
899125;19/10/2025 02:03;10150-577;Fromage à Tartiner Délice Barquette Kiri 200g.;59;20,25 DH;1194,75 DH;SM-200;Groupe Bel;Produits laities
899126;15/12/2025 06:25;10150-951;Lait de Soja au Chocolat UHT Sojasun 1L;86;36,95 DH;3177,70 DH;SM-045;COPAG;Produits laities
899127;26/11/2025 06:59;10150-950;Lait de Soja à la Vanille UHT Sojasun 1L.;15;36,95 DH;554,25 DH;SM-044;COPAG;Produits laities
899128;18/11/2025 22:31;10150-970;Lben en Brique Chergui 900g;19;9,25 DH;175,75 DH;SM-123;LES DOMAINES;Produits laities
899129;02/04/2025 10:59;10150-86;Tomme des Pyrénées IGP  200g;52;43,95 DH;2285,40 DH;SM-182;Or Blanc;Produits laities
899130;11/04/2025 01:14;10150-741;Fromage Fondu Light La Vache Qui Rit 8 unités;39;13,50 DH;526,50 DH;SM-170;Groupe Bel;Produits laities
899131;06/02/2025 18:25;10150-1106;Pack Yaourt à La Cuillère Éco Fraise Jnane Chergui 8 unités 110g;15;19,20 DH;288,00 DH;SM-162;LES DOMAINES;Produits laities
899132;30/06/2025 17:50;10150-841;Fromage Paesano Râpé 34%MG Galbani 80g;23;32,40 DH;745,20 DH;SM-297;COPAG;Produits laities
899133;03/09/2025 14:14;10150-1386;Yaourt Velouté Crémeux Vanille Jibal 110g.;84;2,50 DH;210,00 DH;SM-175;Jibal;Produits laities
899134;17/12/2025 16:58;10150-995;Margarine Barquette Vital 225g;55;9,95 DH;547,25 DH;SM-242;Margafrique;Produits laities
899135;12/03/2025 21:37;10150-394;Cœur Complice  200g;90;38,95 DH;3505,50 DH;SM-193;Groupe Bel;Produits laities
899136;26/02/2025 13:47;10150-233;Yaourt à Boire Kéfir Lait Fermenté Nature Jaouda 320g;43;9,95 DH;427,85 DH;SM-079;Danone;Produits laities
899137;05/04/2025 00:52;10150-864;Fromage Râpé Emmental Entremont 160g.;77;46,70 DH;3595,90 DH;SM-211;COPAG;Produits laities
899138;21/04/2025 11:59;10150-943;Lait d'Amande Coco Nature Bio Ecomil 1L.;73;49,95 DH;3646,35 DH;SM-041;COPAG;Produits laities
899139;23/05/2025 04:17;10150-337;Boisson Végétale Amande  Bio 1L;58;37,35 DH;2166,30 DH;SM-120;Margafrique;Produits laities
899140;07/07/2025 06:31;10150-307;Boisson Amande Nature EcoMil 500ml;75;29,95 DH;2246,25 DH;SM-251;Margafrique;Produits laities
899141;16/09/2025 03:31;10150-27;Oeufs Gros Calibre Frais Protinoeufs 30 unités.;11;67,95 DH;747,45 DH;SM-060;Fromital;Produits laities
899142;19/11/2025 21:49;10150-1210;Sauce Béchamel au Poivre  50cl;45;33,65 DH;1514,25 DH;SM-159;COPAG;Produits laities
899143;21/05/2025 22:36;10150-686;Fromage en Tranches Light Gran Coeur 135g;82;23,95 DH;1963,90 DH;SM-078;COPAG;Produits laities
899144;17/09/2025 15:34;10150-1213;Soja à Cuisiner  3x20cl;86;31,95 DH;2747,70 DH;SM-062;COPAG;Produits laities
899145;12/10/2025 16:57;10150-1059;Oeufs Matinales 18 unités.;80;43,50 DH;3480,00 DH;SM-069;COPAG;Produits laities
899146;04/03/2025 22:10;10150-916;Gouda en tranches  Bio 200g;52;36,95 DH;1921,40 DH;SM-015;COPAG;Produits laities
899147;27/07/2025 23:20;10150-558;Flan Caramel Jaouda 90g.;73;2,50 DH;182,50 DH;SM-205;COPAG;Produits laities
899148;01/01/2025 09:13;10150-184;Yaourt à Boire Nature Sans Lactose Jaouda 330g.;91;4,70 DH;427,70 DH;SM-010;Or Blanc;Produits laities
899149;29/07/2025 08:22;10150-91;Dés De Cheddar  Classic 150g.;70;35,50 DH;2485,00 DH;SM-271;Or Blanc;Produits laities
899150;07/04/2025 18:13;10150-433;Crème Dessert Café Elle Et Vire 125g;60;8,95 DH;537,00 DH;SM-112;Groupe Bel;Produits laities
899151;01/11/2025 07:10;10150-453;Crème Fraîche 25% Beat 200g;79;10,80 DH;853,20 DH;SM-115;Groupe Bel;Produits laities
899152;19/06/2025 21:16;10150-1101;Pack Yaourt à Cuillère Brassé Vanille Albane 8x110g.;47;20,00 DH;940,00 DH;SM-062;Albane;Produits laities
899153;08/04/2025 18:19;10150-557;Flan Caramel Flany 85g.;55;2,50 DH;137,50 DH;SM-053;COPAG;Produits laities
899154;25/11/2025 16:45;10150-1211;Sauce Béchamel Reny Picot 500ml;89;26,95 DH;2398,55 DH;SM-211;COPAG;Produits laities
899155;24/03/2025 09:06;10150-768;Fromage Frais à Tartiner aux Herbes Traditionnelles Jebli 150g;57;17,65 DH;1006,05 DH;SM-193;COPAG;Produits laities
899156;01/09/2025 10:00;10150-3;Beurrier Tendre Demi Sel  250g.;32;44,40 DH;1420,80 DH;SM-156;Centrale Danone;Produits laities
899157;27/10/2025 08:13;10150-813;Fromage L'Ovale Extra-Fondant Président 200g.;27;53,95 DH;1456,65 DH;SM-254;Centrale Danone;Produits laities
899158;18/06/2025 22:52;10150-21;Fromage Portion Fumé Acheese 200g;48;26,58 DH;1275,84 DH;SM-302;Centrale Danone;Produits laities
899159;04/02/2025 18:26;10150-56;Beurre La Motte Demi Sel Président 250g.;100;70,95 DH;7095,00 DH;SM-078;Centrale Danone;Produits laities
899160;01/12/2025 20:18;10150-1273;Yaourt à Boire Panaché Assiri Danone 440g.;50;5,95 DH;297,50 DH;SM-270;Danone;Produits laities
899161;21/12/2025 11:53;10150-1356;Yaourt Ferme Coco Jnane de Chergui 110g.;65;2,50 DH;162,50 DH;SM-150;LES DOMAINES;Produits laities
899162;23/06/2025 08:49;10150-370;Burrata à La Truffe Zanetti 125g.;85;79,95 DH;6795,75 DH;SM-022;Groupe Bel;Produits laities
899163;19/04/2025 23:19;10150-431;Crème Dessert avec Biscuits Equilibrio Reina 25g 4 unités.;35;32,25 DH;1128,75 DH;SM-137;Groupe Bel;Produits laities
899164;19/07/2025 16:15;10150-192;Fromage Maasdam Slice Gran Coeur 135g;19;24,50 DH;465,50 DH;SM-288;Or Blanc;Produits laities
899165;29/07/2025 18:28;10150-780;Fromage Frais Maigre Bio La Ferme de Bouskoura 250g;80;40,55 DH;3244,00 DH;SM-240;COPAG;Produits laities
899166;30/10/2025 17:43;10150-1096;Pack Yaourt à boire Tropical Raibi Chergui 8x170g;30;19,20 DH;576,00 DH;SM-129;LES DOMAINES;Produits laities
899167;18/06/2025 23:01;10150-561;Flan Délice Saveur Truffe Goshua 135g 2 unités.;42;32,95 DH;1383,90 DH;SM-067;COPAG;Produits laities
899168;19/11/2025 02:32;10150-728;Fromage Fondu Khayrat 8 portions.;70;10,25 DH;717,50 DH;SM-189;COPAG;Produits laities
899169;02/03/2025 12:56;10150-549;Feta Le Berger 1kg.;39;134,70 DH;5253,30 DH;SM-263;Le Berger;Produits laities
899170;19/12/2025 09:19;10150-558;Flan Caramel Jaouda 90g.;72;2,50 DH;180,00 DH;SM-245;COPAG;Produits laities
899171;09/05/2025 06:54;10150-720;Fromage Fondu Fondiz 48 unités;63;34,95 DH;2201,85 DH;SM-061;LANDOR;Produits laities
899172;02/08/2025 08:11;10150-599;Fromage Bleu d'Auvergne Aop Dischamps 100g;58;23,09 DH;1339,22 DH;SM-017;COPAG;Produits laities
899173;02/11/2025 20:29;10150-522;Dessert Végétal Mangue Passion sans Lactose Sojasun 4x100g.;74;39,50 DH;2923,00 DH;SM-002;COPAG;Produits laities
899174;03/03/2025 03:01;10150-736;Fromage Fondu les Enfants 64 unités;55;48,95 DH;2692,25 DH;SM-289;COPAG;Produits laities
899175;18/07/2025 03:21;10150-601;Fromage Bleu Fromital 100g.;12;11,90 DH;142,80 DH;SM-307;Fromital;Produits laities
899176;11/05/2025 16:49;10150-1370;Yaourt Nature 0% Sucre Linéa Jaouda 110g.;61;2,60 DH;158,60 DH;SM-278;COPAG;Produits laities
899177;08/11/2025 10:50;10150-410;Crème à fouetter UHT 35% Elle et Vire 1L.;25;78,95 DH;1973,75 DH;SM-132;Groupe Bel;Produits laities
899178;05/01/2025 01:25;10150-553;Filets de Fromage à la Crème Or Blanc 5 unités 15g;95;14,50 DH;1377,50 DH;SM-062;Or Blanc;Produits laities
899179;19/12/2025 18:22;10150-1303;Yaourt à Cuillère Mangue Velouté Jibal 110g.;66;2,50 DH;165,00 DH;SM-124;Jibal;Produits laities
899180;28/07/2025 04:17;10150-124;Purée de Pomme Sans Sucre  Bio 100g 4 unités.;19;27,70 DH;526,30 DH;SM-272;Or Blanc;Produits laities
899181;22/02/2025 06:44;10150-100;Bleu d'Auvergne Volcan 100g;80;16,53 DH;1322,40 DH;SM-276;Or Blanc;Produits laities
899182;06/05/2025 16:42;10150-697;Fromage Feta Light Valbreso 200g;71;52,00 DH;3692,00 DH;SM-020;COPAG;Produits laities
899183;19/12/2025 19:06;10150-18;Fromage à Tartiner Nature  300g;90;24,75 DH;2227,50 DH;SM-034;Centrale Danone;Produits laities
899184;16/05/2025 04:59;10150-327;Boisson Lait Noix de Coco & Riz Nabatlé Jaouda 1L;37;22,95 DH;849,15 DH;SM-065;Margafrique;Produits laities
899185;31/05/2025 00:35;10150-1331;Yaourt Brassé Fraise Velouté Danone 110g;64;2,50 DH;160,00 DH;SM-230;Danone;Produits laities
899186;04/04/2025 13:17;10150-1326;Yaourt Brassé Fraise Framboise Ghilal Jaouda 110g;17;2,40 DH;40,80 DH;SM-086;COPAG;Produits laities
899187;30/04/2025 13:08;10150-1163;Portion Edam Kroon 112,5 g;85;18,90 DH;1606,50 DH;SM-268;Kroon;Produits laities
899188;05/08/2025 08:35;10150-920;Gouda Nature Gran Cœur 100g.;58;18,36 DH;1064,88 DH;SM-308;COPAG;Produits laities
899189;12/04/2025 15:56;10150-487;Crème Végétale Classic Hulala 200ml;42;12,50 DH;525,00 DH;SM-071;Centrale Danone;Produits laities
899190;03/08/2025 23:49;10150-654;Fromage de Chèvre en Tranches Président 150g;26;58,95 DH;1532,70 DH;SM-085;Centrale Danone;Produits laities
899191;17/05/2025 05:16;10150-785;Fromage Fumé aux Fines Herbes 100g;33;15,10 DH;498,30 DH;SM-041;COPAG;Produits laities
899192;01/09/2025 18:45;10150-420;Crème de Coco 21% de Matière Grasse Maison du Coco 400ml;74;39,90 DH;2952,60 DH;SM-228;Groupe Bel;Produits laities
899193;14/10/2025 07:37;10150-671;Fromage Edam Spécial Pizza Le Berger 100g.;56;7,95 DH;445,20 DH;SM-213;Le Berger;Produits laities
899194;25/03/2025 16:05;10150-398;Comté Président 100g;70;49,92 DH;3494,40 DH;SM-191;Centrale Danone;Produits laities
899195;06/09/2025 15:30;10150-964;Lait UHT Entier Jibal 500ml;85;5,95 DH;505,75 DH;SM-149;Jibal;Produits laities
899196;14/01/2025 19:11;10150-306;Boisson à l'Avoine Sans Sucre Bio Ecomil 1L.;93;27,50 DH;2557,50 DH;SM-137;Margafrique;Produits laities
899197;16/11/2025 18:52;10150-921;Grana Padano Mini Cubes Zanetti 400g;65;125,80 DH;8177,00 DH;SM-211;COPAG;Produits laities
899198;15/04/2025 15:57;10150-140;Margarine Barquette Ronde Vital 450g.;30;18,50 DH;555,00 DH;SM-130;Margafrique;Produits laities
899199;24/08/2025 22:00;10150-247;Beurre à L'Ail et au Persil  250g;91;52,95 DH;4818,45 DH;SM-109;Danone;Produits laities
899200;27/04/2025 23:04;10150-688;Fromage Faisselle Light 0% MG Fromadel 500g;56;32,95 DH;1845,20 DH;SM-155;COPAG;Produits laities
899201;31/07/2025 03:06;10150-304;Bloc Emmental Paysan Breton au Kg;26;194,95 DH;5068,70 DH;SM-182;Margafrique;Produits laities
899202;24/01/2025 11:45;10150-1027;Mozzarella Di Bufala en Boule Zanetti 125g;41;67,55 DH;2769,55 DH;SM-236;COPAG;Produits laities
899203;22/11/2025 10:24;10150-1178;Raïb à Boire Vanille Chergui 900g;10;11,95 DH;119,50 DH;SM-127;LES DOMAINES;Produits laities
899204;18/04/2025 04:21;10150-123;Pointe de Parmigiano Reggiano  Bio 150g;59;62,95 DH;3714,05 DH;SM-074;Or Blanc;Produits laities
899205;17/11/2025 07:19;10150-34;Compote Pomme et Poire  Classique 100g 4 unités;63;19,25 DH;1212,75 DH;SM-283;Fromital;Produits laities
899206;06/05/2025 10:53;10150-264;Beurre Doux  250g;44;44,50 DH;1958,00 DH;SM-174;Danone;Produits laities
899207;23/11/2025 02:09;10150-362;Bûche de Chèvre La Petite Chèvre 100g.;35;16,53 DH;578,55 DH;SM-277;Groupe Bel;Produits laities
899208;07/03/2025 16:00;10150-6;Carré Gervais à la Crème 8 unités;15;16,55 DH;248,25 DH;SM-074;Danone;Produits laities
899209;21/10/2025 20:04;10150-1372;Yaourt Nature Sans Sucre Les Plaisirs de Chergui 2x250g;74;8,95 DH;662,30 DH;SM-046;LES DOMAINES;Produits laities
899210;02/03/2025 09:54;10150-845;Fromage Petida Bergader 800g;12;204,95 DH;2459,40 DH;SM-298;COPAG;Produits laities
899211;24/01/2025 02:30;10150-597;Fromage Blanc Sans Sel Beat 200g;14;14,50 DH;203,00 DH;SM-097;COPAG;Produits laities
899212;08/11/2025 02:31;10150-578;Fromage à Tartiner Goût Cheddar Laty 150g;35;15,95 DH;558,25 DH;SM-300;COPAG;Produits laities
899213;13/05/2025 07:53;10150-297;Beurrier Doux Paysan Breton 250g.;26;52,95 DH;1376,70 DH;SM-009;Margafrique;Produits laities
899214;28/09/2025 21:36;10150-442;Crème Dessert Gourmand Caramel Jaouda 90g.;26;2,50 DH;65,00 DH;SM-100;Groupe Bel;Produits laities
899215;21/02/2025 10:12;10150-22;Lait Entier UHT Salim 500ml.;52;5,95 DH;309,40 DH;SM-061;Danone;Produits laities
899216;15/07/2025 02:37;10150-626;Fromage Cheddar en Tranche Fondiz 24 tranches;60;19,95 DH;1197,00 DH;SM-093;LANDOR;Produits laities
899217;15/03/2025 01:04;10150-1124;Pack Yaourt Brassé Salade de Fruits Velouté Danone 8x110g;30;19,95 DH;598,50 DH;SM-305;Danone;Produits laities
899218;20/10/2025 02:42;10150-119;Manchego Affiné Entrepinares 100g;34;32,80 DH;1115,20 DH;SM-080;Or Blanc;Produits laities
899219;14/04/2025 05:14;10150-614;Fromage Camembert de Chèvre Soignon 180g;14;66,00 DH;924,00 DH;SM-068;COPAG;Produits laities
899220;18/05/2025 22:20;10150-1308;Yaourt à La Cuillère Assil Pêche Danone 110g;70;2,50 DH;175,00 DH;SM-181;Danone;Produits laities
899221;05/12/2025 18:02;10150-889;Fromage Tartare Apérivrais Italie 100g;64;64,50 DH;4128,00 DH;SM-284;COPAG;Produits laities
899222;09/06/2025 10:43;10150-178;Crème Dessert au Riz au Lait Chergui 170g.;45;8,30 DH;373,50 DH;SM-269;LES DOMAINES;Produits laities
899223;31/08/2025 11:06;10150-1185;Raib du Bled Fraise Fromital 450g.;48;10,35 DH;496,80 DH;SM-304;Fromital;Produits laities
899224;24/11/2025 21:31;10150-1026;Mozzarella Cerise en Pot Del Passini 200g;22;25,50 DH;561,00 DH;SM-227;COPAG;Produits laities
899225;14/10/2025 01:55;10150-810;Fromage Grana Padano 1/8 de Meule Simpl 100g;94;33,25 DH;3125,50 DH;SM-129;COPAG;Produits laities
899226;02/10/2025 16:55;10150-420;Crème de Coco 21% de Matière Grasse Maison du Coco 400ml;60;39,90 DH;2394,00 DH;SM-100;Groupe Bel;Produits laities
899227;12/08/2025 05:06;10150-1162;Portion Edam Acheese (ATF) 100g;34;11,90 DH;404,60 DH;SM-291;COPAG;Produits laities
899228;02/05/2025 09:50;10150-537;Emmental Fondu Or Blanc 200g;30;16,95 DH;508,50 DH;SM-166;Or Blanc;Produits laities
899229;04/05/2025 11:47;10150-431;Crème Dessert avec Biscuits Equilibrio Reina 25g 4 unités.;80;32,25 DH;2580,00 DH;SM-174;Groupe Bel;Produits laities
899230;15/08/2025 11:52;10150-436;Crème Dessert Chocolat Chergui 170g.;70;8,30 DH;581,00 DH;SM-229;LES DOMAINES;Produits laities
899231;28/08/2025 02:12;10150-1160;Portion de Gouda Irish 200g.;54;32,90 DH;1776,60 DH;SM-186;COPAG;Produits laities
899232;25/02/2025 14:34;10150-818;Fromage Light 0%Mg Jben Chergui 400g.;26;19,95 DH;518,70 DH;SM-109;LES DOMAINES;Produits laities
899233;20/03/2025 19:57;10150-1062;Œufs Wadif 6 unités.;36;14,95 DH;538,20 DH;SM-161;COPAG;Produits laities
899234;04/04/2025 22:14;10150-422;Crème de Cuisson Cuisto Le Berger 500g.;34;23,75 DH;807,50 DH;SM-230;Le Berger;Produits laities
899235;26/10/2025 03:11;10150-1053;Oeufs Gros Calibre Ovocorp Boite de 6 unités;84;15,95 DH;1339,80 DH;SM-145;COPAG;Produits laities
899236;01/02/2025 00:03;10150-474;Crème UHT 27% Puck 20cl;54;21,95 DH;1185,30 DH;SM-024;Groupe Bel;Produits laities
899237;29/04/2025 20:26;10150-319;Boisson d'Avoine Bio sans Gluten Scotti 1L.;48;29,65 DH;1423,20 DH;SM-173;Margafrique;Produits laities
899238;02/03/2025 22:32;10150-1013;Max Lait Aromatisé au Chocolat Lactel 20cl.;67;8,50 DH;569,50 DH;SM-172;COPAG;Produits laities
899239;25/04/2025 20:38;10150-338;Boisson Végétale au Lait d'Amande Grillée Sans Sucres Alpro 1L.;52;32,95 DH;1713,40 DH;SM-053;Groupe Bel;Produits laities
899240;16/07/2025 08:13;10150-765;Fromage Frais 0% Nature Quark Flor de Burgos 450g;57;39,45 DH;2248,65 DH;SM-076;COPAG;Produits laities
899241;04/08/2025 10:08;10150-20;Fromage Fouetté à Tartiner Nature  Original 150g;56;21,95 DH;1229,20 DH;SM-075;Centrale Danone;Produits laities
899242;23/05/2025 03:10;10150-1159;Pointe Grana Padano 32%Mg Galbani 200g;56;82,00 DH;4592,00 DH;SM-143;COPAG;Produits laities
899243;06/02/2025 22:17;10150-968;Lben Beldi en Brique Chergui 900g;78;9,95 DH;776,10 DH;SM-200;LES DOMAINES;Produits laities
899244;22/10/2025 00:14;10150-711;Fromage Fondu Campo Verde 384g;13;18,95 DH;246,35 DH;SM-041;COPAG;Produits laities
899245;25/08/2025 09:18;10150-615;Fromage Camembert Ile de France 250g;97;64,95 DH;6300,15 DH;SM-185;COPAG;Produits laities
899246;09/10/2025 11:39;10150-1355;Yaourt Ferme Banane Jayed Albane 110g;45;2,30 DH;103,50 DH;SM-260;Albane;Produits laities
899247;10/12/2025 01:23;10150-364;Bûche de Chèvre Nature Sous Coque Soignon 125g.;74;42,90 DH;3174,60 DH;SM-155;Groupe Bel;Produits laities
899248;15/11/2025 06:22;10150-2;Beurre Demi-Sel Moulé de Bretagne 80%Mg 250g;84;43,30 DH;3637,20 DH;SM-060;Centrale Danone;Produits laities
899249;09/01/2025 03:18;10150-903;Fromage Triangle El Mejor Chef 64 unités;36;37,95 DH;1366,20 DH;SM-241;COPAG;Produits laities
899250;28/02/2025 08:43;10150-395;Compotes Pomme Abricots Sans Sucre  Bio 4 unités 100g;49;29,90 DH;1465,10 DH;SM-232;Groupe Bel;Produits laities
899251;06/09/2025 19:15;10150-651;Fromage de Chèvre aux Dattes et Argan – Ferme de Bouskoura 120g;53;39,00 DH;2067,00 DH;SM-075;COPAG;Produits laities
899252;30/01/2025 08:40;10150-708;Fromage Fondu au Cheddar Or Blanc 64 portions;59;73,95 DH;4363,05 DH;SM-050;Or Blanc;Produits laities
899253;27/01/2025 00:00;10150-34;Compote Pomme et Poire  Classique 100g 4 unités;56;19,25 DH;1078,00 DH;SM-137;Fromital;Produits laities
899254;03/10/2025 13:25;10150-1124;Pack Yaourt Brassé Salade de Fruits Velouté Danone 8x110g;64;19,95 DH;1276,80 DH;SM-171;Danone;Produits laities
899255;26/07/2025 00:35;10150-308;Boisson Amande Protéinée sans Sucre Ecomil 1L.;36;49,95 DH;1798,20 DH;SM-243;Margafrique;Produits laities
